zip_code,median_price,median_price_sqft,listing_count,median_house_size,zhvi_current,growth_1yr,growth_5yr,log_median_price,price_to_zhvi
11010,679000.0,481.08554,21,1375.0,810360.7099189307,0.05134751100612911,0.3127661160763542,13.428378,0.8378984712473633
11020,1.7745e+06,558.0769,12,3584.5,1603856.835193577,0.13038404124679498,0.439845145287053,14.3890295,1.1063955092886002
11021,668000.0,453.33334,61,1500.0,1099662.2884485244,0.08752457778720778,0.2998474287885055,13.412045,0.6074592236335195
11023,1.9249995e+06,593.4847,18,2694.0,1484735.6759831014,0.057814606971350865,0.3856236253291486,14.470437,1.296526736131253
11024,2.88e+06,594.2857,11,5315.0,2293282.5260164444,0.07561973413035913,0.47148522514987506,14.8733015,1.2558417758507563
11030,1.9999e+06,635.87354,37,3544.0,2214906.737737737,0.06925337123701625,0.3499454624597462,14.508608,0.9029274081502227
11040,849999.0,564.7774,57,1881.0,968713.5180528216,0.04987157833801168,0.281447925005966,13.652991,0.8774513663322819
11050,1.489e+06,586.7127,61,2800.0,1301402.0459719263,0.06267348281766981,0.29730938375652066,14.213616,1.1441506524511185
11096,749500.0,416.12598,2,1855.0,814978.9644793066,0.03637513838925947,0.38348317404664184,13.527163,0.9196556385708171
11101,1.182619e+06,1348.7344,311,878.0,1138203.6116074736,0.00562786682116881,0.15229380217117755,13.983243,1.0390223576340607
11102,899000.0,887.7778,45,1075.0,723458.7531941878,0.009129037370379706,0.010774519827717493,13.70904,1.2426416793366162
11103,1.287e+06,801.91833,18,1558.0,1066185.774421586,0.07874014380229132,0.03356463677659383,14.067825,1.2071067077388156
11104,450000.0,584.2843,25,800.0,536336.7264440493,-0.009926105106959678,-0.2959901507950244,13.017005,0.8390251456086777
11105,1.225e+06,826.2069,37,1246.0,1153878.5762470523,0.08305425975397532,0.17257016199306285,14.018453,1.0616368352935952
11106,603500.0,790.9328,70,756.5,673506.8466114764,0.0443631367609368,-0.1922491098807763,13.310503,0.8960562213083767
11201,1.85e+06,1488.3721,529,1260.0,1363315.650652266,0.040811172825739005,-0.09685217357265742,14.4306965,1.356985815511532
11203,729000.0,393.33334,55,1600.0,727299.1879097637,0.047802593918976836,0.186332350712317,13.499431,1.0023385315404028
11204,999000.0,686.9844,90,1315.0,1232591.048198672,0.06359505309985809,0.2634232313768479,13.814511,0.810487794358035
11205,852000.0,897.6415,40,953.5,1074499.574573174,0.07992344715597069,0.17813711592800902,13.655343,0.7929272567077954
11206,850000.0,1022.2178,60,874.0,1088831.243845252,0.08284280519426648,0.34555736312111757,13.652993,0.7806535721717447
